FK_1\random10_100_2_1000_1_10,29681,27.1768424,false
FK_1\random10_60_1_1000_1_12,22979,10.434006,false
FK_1\random12_48_3_1000_1_16,11587,9.8343244,false
FK_1\random15_45_1_1000_1_13,14966,10.6953512,false
FK_1\random15_75_3_1000_1_16,18215,30.0004968,false
FK_1\random30_60_4_1000_1_14,11017,32.2205546,false
FK_2\random20_120_1_1000_1_12,47624,39.6771607,false
FK_2\random20_200_2_1000_1_14,53505,110.0606472,false
FK_2\random24_96_3_1000_1_18,23747,54.4754574,false
FK_2\random30_150_2_1000_1_17,44007,109.5929015,false
FK_2\random30_90_4_1000_1_20,25974,59.5569427,false
FK_2\random60_120_4_1000_1_19,20463,118.0845099,true
FK_3\notSolved\random30_180_2_1000_1_2,47624,118.0195097,true
FK_3\notSolved\random36_144_2_1000_1_20,42293,118.1185805,true
FK_3\notSolved\random45_135_3_1000_1_12,37375,118.1622245,true
FK_3\notSolved\random45_135_4_1000_1_14,33674,118.0910335,true
FK_3\notSolved\random45_225_2_1000_1_20,67517,118.3172425,true
FK_3\Solved\random30_180_1_1000_1_20,75308,118.071456,true
FK_3\Solved\random30_300_2_1000_1_4,84969,118.1827139,true
FK_3\Solved\random36_144_3_1000_1_17,39090,118.0234709,true
FK_3\Solved\random45_135_4_1000_1_16,36936,118.1803226,true
FK_3\Solved\random45_225_3_1000_1_15,56065,118.2790446,true
FK_3\Solved\random90_180_4_1000_1_19,30047,118.610297,true
FK_4\notSolved\random50_300_2_1000_1_5,80040,118.1178797,true
FK_4\notSolved\random60_240_1_1000_1_17,94914,118.2166986,true
FK_4\notSolved\random60_240_2_1000_1_15,65678,118.3059864,true
FK_4\notSolved\random60_240_3_1000_1_18,59414,118.1274344,true
FK_4\notSolved\random75_225_4_1000_1_20,58262,118.9660814,true
FK_4\Solved\random150_300_2_1000_1_12,26163,136.4963037,true
FK_4\Solved\random50_300_1_1000_1_16,119496,118.4643047,true
FK_4\Solved\random50_500_2_1000_1_14,127418,119.8372855,true
FK_4\Solved\random60_240_3_1000_1_14,60934,119.6233495,true
FK_4\Solved\random75_225_4_1000_1_17,60398,118.14096,true
FK_4\Solved\random75_375_2_1000_1_5,94314,122.7030965,true
SMALL\probT1_0U_R50_T002_M010_N0040_seed05,15280,6.2577231,false
SMALL\probT1_0U_R50_T002_M020_N0060_seed01,26236,18.1665026,false
SMALL\probT1_1W_R50_T002_M010_N0040_seed09,12564,7.1957604,false
SMALL\probT1_1W_R50_T002_M010_N0060_seed10,19373,13.1638074,false
SMALL\probT1_1W_R50_T002_M020_N0020_seed10,3429,4.1113269,false
SMALL\probT1_1W_R50_T002_M020_N0040_seed10,11940,9.5510004,false
