FK_1\random10_100_2_1000_1_10,29767,49.021676,false
FK_1\random10_60_1_1000_1_12,23064,118.089673,true
FK_1\random12_48_3_1000_1_16,11845,14.1913792,false
FK_1\random15_45_1_1000_1_13,14927,12.9343538,false
FK_1\random15_75_3_1000_1_16,18298,118.0559694,true
FK_1\random30_60_4_1000_1_14,11017,32.5598501,false
FK_2\random20_120_1_1000_1_12,47752,120.8765639,true
FK_2\random20_200_2_1000_1_14,53465,118.7754736,true
FK_2\random24_96_3_1000_1_18,23868,118.259328,true
FK_2\random30_150_2_1000_1_17,44255,118.0884255,true
FK_2\random30_90_4_1000_1_20,26023,62.0898431,false
FK_2\random60_120_4_1000_1_19,20463,118.3014421,true
FK_3\notSolved\random30_180_2_1000_1_2,47802,120.2411869,true
FK_3\notSolved\random36_144_2_1000_1_20,42519,118.1302575,true
FK_3\notSolved\random45_135_3_1000_1_12,37583,118.1178433,true
FK_3\notSolved\random45_135_4_1000_1_14,33624,118.0750921,true
FK_3\notSolved\random45_225_2_1000_1_20,67704,118.1357397,true
FK_3\Solved\random30_180_1_1000_1_20,75311,120.9909772,true
FK_3\Solved\random30_300_2_1000_1_4,84852,120.9931275,true
FK_3\Solved\random36_144_3_1000_1_17,39150,118.8569779,true
FK_3\Solved\random45_135_4_1000_1_16,36976,118.1866194,true
FK_3\Solved\random45_225_3_1000_1_15,56052,120.5291625,true
FK_3\Solved\random90_180_4_1000_1_19,30047,118.353609,true
FK_4\notSolved\random50_300_2_1000_1_5,80090,118.3355112,true
FK_4\notSolved\random60_240_1_1000_1_17,95078,118.6238366,true
FK_4\notSolved\random60_240_2_1000_1_15,66025,121.7182046,true
FK_4\notSolved\random60_240_3_1000_1_18,59395,121.2102189,true
FK_4\notSolved\random75_225_4_1000_1_20,58309,118.7141722,true
FK_4\Solved\random150_300_2_1000_1_12,54379,119.5709454,true
FK_4\Solved\random50_300_1_1000_1_16,119257,121.3636291,true
FK_4\Solved\random50_500_2_1000_1_14,134766,122.1396854,true
FK_4\Solved\random60_240_3_1000_1_14,60860,120.8977857,true
FK_4\Solved\random75_225_4_1000_1_17,60429,118.571378999,true
FK_4\Solved\random75_375_2_1000_1_5,101186,122.5855043,true
SMALL\probT1_0U_R50_T002_M010_N0040_seed05,15431,10.6997182,false
SMALL\probT1_0U_R50_T002_M020_N0060_seed01,26025,18.3159232,false
SMALL\probT1_1W_R50_T002_M010_N0040_seed09,12724,38.899468801,false
SMALL\probT1_1W_R50_T002_M010_N0060_seed10,19589,120.4699201,true
SMALL\probT1_1W_R50_T002_M020_N0020_seed10,3429,4.4000026,false
SMALL\probT1_1W_R50_T002_M020_N0040_seed10,12091,11.534840099,false
